cid,aid,Host Name,DetectId,Severity,Objective,Tactic,Technique,Process ID,File Name,Description,Company,Detect Date,Scenario,Status,AV Hits,Device Type,FalconHostLink,Parent Process ID,Command Line,MD5,SHA256,User Name,Disposition,Detect Details,fFirstSeen,fLastSeen																												
87a24226f33a42d1a19c24053061654c,4d600c484a924c2f97cc36c4c2554ffd,W-522829,42965980205,Low,Falcon Detection Method,Machine Learning,Adware/PUP,132725323913,explorer.exe,A file written to the file-system surpassed a medium-confidence adware detection threshold.,Company X,10/05/22 06:59,NGAV,false_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/4d600c484a924c2f97cc36c4c2554ffd/42965980205?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,132700531327,C:\WINDOWS\Explorer.EXE,5d7cb52e9a35f4af3b3592bbc69ca64d,3002e2f77ede59adb1439b33f55f5da4160e6ecd380255495ec1cea79e75faf4,frpa367,"Detection, standard detection.","Severity: Low	Objective: Falcon Detection Method	Tactic: Machine Learning	Technique: Adware/PUP	Disposition: Detection, standard detection.	Scenario: NGAV	Description: A file written to the file-system surpassed a medium-confidence adware detection threshold.	AV Hits: 0	Host Name: W-522829	Device Type: Workstation	Process ID: 132725323913	File Name: explorer.exe	Command Line: C:\WINDOWS\Explorer.EXE	SHA256: 3002e2f77ede59adb1439b33f55f5da4160e6ecd380255495ec1cea79e75faf4	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/4d600c484a924c2f97cc36c4c2554ffd/42965980205?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652162393,1652169593
87a24226f33a42d1a19c24053061654c,aed400736bd049fd973af8cbd673998d,W-526427,330753506637,Low,Falcon Detection Method,Malware,PUP,2250392714995,chrome.exe,A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.,Company X,10/05/22 06:35,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/aed400736bd049fd973af8cbd673998d/330753506637?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,2174590448767,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe""",44bfb29ed771216c5543f7c9a01f9e09,f4069f0a549cfd600af50c19fbf6781aca8c5a7edd8030b934b780d06f428dcb,ESTOXANS,"Detection, standard detection.","Severity: Low	Objective: Falcon Detection Method	Tactic: Malware	Technique: PUP	Disposition: Detection, standard detection.	Scenario: NGAV	Description: A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.	AV Hits: 0	Host Name: W-526427	Device Type: Workstation	Process ID: 2250392714995	File Name: chrome.exe	Command Line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe""	SHA256: f4069f0a549cfd600af50c19fbf6781aca8c5a7edd8030b934b780d06f428dcb	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/aed400736bd049fd973af8cbd673998d/330753506637?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652160941,1652168141
87a24226f33a42d1a19c24053061654c,aed400736bd049fd973af8cbd673998d,W-526427,330753506637,Low,Falcon Detection Method,Malware,PUP,2347698203383,Restoro.exe,This file is classified as Adware/PUP based on its SHA256 hash.,Company X,10/05/22 06:35,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/aed400736bd049fd973af8cbd673998d/330753506637?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,2250392714995,"""C:\Users\estoxans\Downloads\Restoro.exe"" ",39fef85fe114d96dde745b8ce0659b2e,08333e61156e2ccfd7843a924fb671862fc226c89bf98f20ab95ea6125130ef7,ESTOXANS,"Prevention/Quarantine, process was blocked from execution and quarantine was attempted.","Severity: Low	Objective: Falcon Detection Method	Tactic: Malware	Technique: PUP	Disposition: Prevention/Quarantine, process was blocked from execution and quarantine was attempted.	Scenario: NGAV	Description: This file is classified as Adware/PUP based on its SHA256 hash.	AV Hits: 0	Host Name: W-526427	Device Type: Workstation	Process ID: 2347698203383	File Name: Restoro.exe	Command Line: ""C:\Users\estoxans\Downloads\Restoro.exe"" 	SHA256: 08333e61156e2ccfd7843a924fb671862fc226c89bf98f20ab95ea6125130ef7	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/aed400736bd049fd973af8cbd673998d/330753506637?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652160941,1652168141
87a24226f33a42d1a19c24053061654c,aed400736bd049fd973af8cbd673998d,W-526427,330752641963,Low,Falcon Detection Method,Malware,PUP,2250400286725,chrome.exe,A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.,Company X,10/05/22 06:34,NGAV,ignored,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/aed400736bd049fd973af8cbd673998d/330752641963?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,2250392714995,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --mojo-platform-channel-handle=2072 --field-trial-handle=1768,i,2061727747993971146,17797135117488819867,131072 /prefetch:8",44bfb29ed771216c5543f7c9a01f9e09,f4069f0a549cfd600af50c19fbf6781aca8c5a7edd8030b934b780d06f428dcb,ESTOXANS,"Detection, standard detection.","Severity: Low	Objective: Falcon Detection Method	Tactic: Malware	Technique: PUP	Disposition: Detection, standard detection.	Scenario: NGAV	Description: A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.	AV Hits: 0	Host Name: W-526427	Device Type: Workstation	Process ID: 2250400286725	File Name: chrome.exe	Command Line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --mojo-platform-channel-handle=2072 --field-trial-handle=1768,i,2061727747993971146,17797135117488819867,131072 /prefetch:8	SHA256: f4069f0a549cfd600af50c19fbf6781aca8c5a7edd8030b934b780d06f428dcb	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/aed400736bd049fd973af8cbd673998d/330752641963?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652160887,1652168087
87a24226f33a42d1a19c24053061654c,d4f2a24c686a435b9ccfd5e6feb7e7be,W-531768,124562770707,High,Falcon Detection Method,Falcon Intel,Intelligence Indicator - Domain,498240559519,chrome.exe,A domain lookup matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.,Company X,09/05/22 16:22,Intel Detection,false_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/d4f2a24c686a435b9ccfd5e6feb7e7be/124562770707?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,498227101385,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --mojo-platform-channel-handle=1944 --field-trial-handle=1816,i,101958268490776253,17426331545061723804,131072 /prefetch:8",b23135134679e164fc01f904ee9cb3d7,45de9f5a25bf478c6a8d8625a984895c9b3fdea6eb12a55ddd088dcebd9df5ab,esso0151,"Detection, standard detection.","Severity: High	Objective: Falcon Detection Method	Tactic: Falcon Intel	Technique: Intelligence Indicator - Domain	Disposition: Detection, standard detection.	Scenario: Intel Detection	Description: A domain lookup matched a CrowdStrike Intelligence indicator that has previously been used in targeted attacks.	AV Hits: 0	Host Name: W-531768	Device Type: Workstation	Process ID: 498240559519	File Name: chrome.exe	Command Line: ""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --mojo-platform-channel-handle=1944 --field-trial-handle=1816,i,101958268490776253,17426331545061723804,131072 /prefetch:8	SHA256: 45de9f5a25bf478c6a8d8625a984895c9b3fdea6eb12a55ddd088dcebd9df5ab	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/d4f2a24c686a435b9ccfd5e6feb7e7be/124562770707?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652109770,1652116970
87a24226f33a42d1a19c24053061654c,cc12d76145d24a579087f8c63557521f,W-525558,760216010249,Low,Falcon Detection Method,Malware,PUP,2319823466072,chrome.exe,A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.,Company X,09/05/22 16:07,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/cc12d76145d24a579087f8c63557521f/760216010249?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,2285196597880,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" ",44bfb29ed771216c5543f7c9a01f9e09,f4069f0a549cfd600af50c19fbf6781aca8c5a7edd8030b934b780d06f428dcb,usjqnjs,"Detection, standard detection.","Severity: Low	Objective: Falcon Detection Method	Tactic: Malware	Technique: PUP	Disposition: Detection, standard detection.	Scenario: NGAV	Description: A file classified as Adware/PUP based on its SHA256 hash was written to the file-system. The file was quarantined.	AV Hits: 0	Host Name: W-525558	Device Type: Workstation	Process ID: 2319823466072	File Name: chrome.exe	Command Line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" 	SHA256: f4069f0a549cfd600af50c19fbf6781aca8c5a7edd8030b934b780d06f428dcb	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/cc12d76145d24a579087f8c63557521f/760216010249?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652108837,1652116037
87a24226f33a42d1a19c24053061654c,cc12d76145d24a579087f8c63557521f,W-525558,760216010249,Low,Falcon Detection Method,Malware,PUP,2323554071757,Wave Browser (1).exe,This file is classified as Adware/PUP based on its SHA256 hash.,Company X,09/05/22 16:07,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/cc12d76145d24a579087f8c63557521f/760216010249?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,2319823466072,"""C:\Users\usjqnjs\Downloads\Wave Browser (1).exe"" ",23d2c7c1771f3f18efc0f6be9e5904ed,81b9cc993ad57f3d16146842665b8c82a2c29d7e571f38cf14a4ab2b24148ecb,usjqnjs,"Prevention/Quarantine, process was blocked from execution and quarantine was attempted.","Severity: Low	Objective: Falcon Detection Method	Tactic: Malware	Technique: PUP	Disposition: Prevention/Quarantine, process was blocked from execution and quarantine was attempted.	Scenario: NGAV	Description: This file is classified as Adware/PUP based on its SHA256 hash.	AV Hits: 0	Host Name: W-525558	Device Type: Workstation	Process ID: 2323554071757	File Name: Wave Browser (1).exe	Command Line: ""C:\Users\usjqnjs\Downloads\Wave Browser (1).exe"" 	SHA256: 81b9cc993ad57f3d16146842665b8c82a2c29d7e571f38cf14a4ab2b24148ecb	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/cc12d76145d24a579087f8c63557521f/760216010249?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652108837,1652116037
87a24226f33a42d1a19c24053061654c,acd15b69a8ce40b895e1b6538889a6fe,BRSPOSCCM161,17180630748,High,Keep Access,Defense Evasion,Disable or Modify Tools,341400748906,dllhost.exe,A process attempted to modify Falcon sensor installer related files. This is indicative of an attempt to tamper with Falcon sensor. Investigate the file system operation and process tree.,Company X,09/05/22 10:51,Suspicious Activity,false_positive,0,Server,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/acd15b69a8ce40b895e1b6538889a6fe/17180630748?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,330724581814,C:\Windows\system32\DllHost.exe /Processid:{3AD05575-8857-4850-9277-11B85BDB8E09},da63852a2b0340e94d74eaf0cd444979,ee8364c07b3f4f71fa649e0e6c4c73c15d285130e4b16e79890eebbf89c2164e,adms-sund7075,File system Operation Blocked,Severity: High	Objective: Keep Access	Tactic: Defense Evasion	Technique: Disable or Modify Tools	Disposition: File system Operation Blocked	Scenario: Suspicious Activity	Description: A process attempted to modify Falcon sensor installer related files. This is indicative of an attempt to tamper with Falcon sensor. Investigate the file system operation and process tree.	AV Hits: 0	Host Name: BRSPOSCCM161	Device Type: Server	Process ID: 341400748906	File Name: dllhost.exe	Command Line: C:\Windows\system32\DllHost.exe /Processid:{3AD05575-8857-4850-9277-11B85BDB8E09}	SHA256: ee8364c07b3f4f71fa649e0e6c4c73c15d285130e4b16e79890eebbf89c2164e	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/acd15b69a8ce40b895e1b6538889a6fe/17180630748?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,1652089861,1652097061
87a24226f33a42d1a19c24053061654c,b529879babec4de8a7e5ecc1d8435318,USCEKSCCM161,34360109199,High,Keep Access,Defense Evasion,Disable or Modify Tools,216363381835,dllhost.exe,A process attempted to modify Falcon sensor installer related files. This is indicative of an attempt to tamper with Falcon sensor. Investigate the file system operation and process tree.,Company X,09/05/22 10:43,Suspicious Activity,false_positive,0,Server,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/b529879babec4de8a7e5ecc1d8435318/34360109199?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,206170041923,C:\Windows\system32\DllHost.exe /Processid:{3AD05575-8857-4850-9277-11B85BDB8E09},da63852a2b0340e94d74eaf0cd444979,ee8364c07b3f4f71fa649e0e6c4c73c15d285130e4b16e79890eebbf89c2164e,adms-sund7075,File system Operation Blocked,Severity: High	Objective: Keep Access	Tactic: Defense Evasion	Technique: Disable or Modify Tools	Disposition: File system Operation Blocked	Scenario: Suspicious Activity	Description: A process attempted to modify Falcon sensor installer related files. This is indicative of an attempt to tamper with Falcon sensor. Investigate the file system operation and process tree.	AV Hits: 0	Host Name: USCEKSCCM161	Device Type: Server	Process ID: 216363381835	File Name: dllhost.exe	Command Line: C:\Windows\system32\DllHost.exe /Processid:{3AD05575-8857-4850-9277-11B85BDB8E09}	SHA256: ee8364c07b3f4f71fa649e0e6c4c73c15d285130e4b16e79890eebbf89c2164e	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/b529879babec4de8a7e5ecc1d8435318/34360109199?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,1652089435,1652096635
87a24226f33a42d1a19c24053061654c,918b450691ce4a388abf34d614a2f53a,W-504067,846109959711,Low,Falcon Detection Method,Machine Learning,Sensor-based ML,1835579423529,SolvayReports.exe,This file meets the machine learning-based on-sensor AV protection's low confidence threshold for malicious files.,Company X,09/05/22 08:40,NGAV,false_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/918b450691ce4a388abf34d614a2f53a/846109959711?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,1829900852542,"""C:\Program Files (x86)\Boneless\SolvayReportsAnalysis\SolvayReports.exe"" ",d06ebf0923363c7379d42fd6b89cd05c,35071b5e1109e39fe243c517ad27897ac707f271332ace5d983ccb09fa3257f2,TR00012,"Prevention/Quarantine, process was blocked from execution and quarantine was attempted.","Severity: Low	Objective: Falcon Detection Method	Tactic: Machine Learning	Technique: Sensor-based ML	Disposition: Prevention/Quarantine, process was blocked from execution and quarantine was attempted.	Scenario: NGAV	Description: This file meets the machine learning-based on-sensor AV protection's low confidence threshold for malicious files.	AV Hits: 0	Host Name: W-504067	Device Type: Workstation	Process ID: 1835579423529	File Name: SolvayReports.exe	Command Line: ""C:\Program Files (x86)\Boneless\SolvayReportsAnalysis\SolvayReports.exe"" 	SHA256: 35071b5e1109e39fe243c517ad27897ac707f271332ace5d983ccb09fa3257f2	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/918b450691ce4a388abf34d614a2f53a/846109959711?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652082043,1652089243
87a24226f33a42d1a19c24053061654c,beeef7a773e24330a0f4b1683f7369cc,48D5DF1796B44D7,4.20411697559134E+017,High,Keep Access,Defense Evasion,Disable or Modify Tools,4.20410082747899E+017,msiexec.exe,A process attempted to modify Falcon sensor service configuration via the registry. This is indicative of an attempt to tamper with Falcon sensor or obtain persistence on a system. Investigate the registry operation and process tree.,Company X,09/05/22 05:31,Suspicious Activity,false_positive,0,Server,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/beeef7a773e24330a0f4b1683f7369cc/420411697559133431?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,4.20409341859749E+017,C:\Windows\system32\msiexec.exe /V,51dfba4d2992da8320fc23b9d648f069,dc52a89f2fcbd8e31f2d466bd2d35414a86bb907382251fabb88cd3969fb3ec8,48D5DF1796B44D7$,Registry Operation Blocked,Severity: High	Objective: Keep Access	Tactic: Defense Evasion	Technique: Disable or Modify Tools	Disposition: Registry Operation Blocked	Scenario: Suspicious Activity	Description: A process attempted to modify Falcon sensor service configuration via the registry. This is indicative of an attempt to tamper with Falcon sensor or obtain persistence on a system. Investigate the registry operation and process tree.	AV Hits: 0	Host Name: 48D5DF1796B44D7	Device Type: Server	Process ID: 420410082747899363	File Name: msiexec.exe	Command Line: C:\Windows\system32\msiexec.exe /V	SHA256: dc52a89f2fcbd8e31f2d466bd2d35414a86bb907382251fabb88cd3969fb3ec8	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/beeef7a773e24330a0f4b1683f7369cc/420411697559133431?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,1652070719,1652077919
87a24226f33a42d1a19c24053061654c,b7944f36d9af4901b819e94d2947bde1,W-521268,687195572755,Medium,Falcon Detection Method,Post-Exploit,Malicious Tool Execution,2153059049226,Solubility.exe,A suspicious process related to a likely malicious file was launched. Review any binaries involved as they might be related to malware.,Company X,08/05/22 23:22,Suspicious Activity,false_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/b7944f36d9af4901b819e94d2947bde1/687195572755?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,2147733756659,"""C:\Users\BE06969\Downloads\Solubility.exe"" ",f9b9cb60041dac2ec296e0efb97b9e30,5f1b6d075bab42f4fb9b7baaeb6d8ef9ae4e48a83eae1afd2b456bfab7aebc58,BE06969,"Prevention, process was blocked from execution.","Severity: Medium	Objective: Falcon Detection Method	Tactic: Post-Exploit	Technique: Malicious Tool Execution	Disposition: Prevention, process was blocked from execution.	Scenario: Suspicious Activity	Description: A suspicious process related to a likely malicious file was launched. Review any binaries involved as they might be related to malware.	AV Hits: 0	Host Name: W-521268	Device Type: Workstation	Process ID: 2153059049226	File Name: Solubility.exe	Command Line: ""C:\Users\BE06969\Downloads\Solubility.exe"" 	SHA256: 5f1b6d075bab42f4fb9b7baaeb6d8ef9ae4e48a83eae1afd2b456bfab7aebc58	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/b7944f36d9af4901b819e94d2947bde1/687195572755?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1652048577,1652055777
87a24226f33a42d1a19c24053061654c,919f21a11b1943fe9e82bb1fff46b789,W-509853,42951104500,Low,Falcon Detection Method,Machine Learning,Cloud-based ML,43292574088,FCARD3500V7.30.tmp,A file written to the file-system meets the File Analysis ML algorithm's low-confidence threshold for malware.,Company X,07/05/22 06:30,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42951104500?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,43291126079,"""C:\Users\ADMW-K~1\AppData\Local\Temp\is-CENID.tmp\FCARD3500V7.30.tmp"" /SL5=""$5041C,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" ",e7400a28f335ef567d2af7be70e5b473,4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c,ADMW-KQIAN,"Detection/Quarantine, standard detection and quarantine was attempted.","Severity: Low	Objective: Falcon Detection Method	Tactic: Machine Learning	Technique: Cloud-based ML	Disposition: Detection/Quarantine, standard detection and quarantine was attempted.	Scenario: NGAV	Description: A file written to the file-system meets the File Analysis ML algorithm's low-confidence threshold for malware.	AV Hits: 0	Host Name: W-509853	Device Type: Workstation	Process ID: 43292574088	File Name: FCARD3500V7.30.tmp	Command Line: ""C:\Users\ADMW-K~1\AppData\Local\Temp\is-CENID.tmp\FCARD3500V7.30.tmp"" /SL5=""$5041C,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" 	SHA256: 4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42951104500?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1651901420,1651908620
87a24226f33a42d1a19c24053061654c,919f21a11b1943fe9e82bb1fff46b789,W-509853,42951104500,Medium,Falcon Detection Method,Machine Learning,Cloud-based ML,43292574088,FCARD3500V7.30.tmp,A file written to the file-system meets the File Analysis ML algorithm's medium-confidence threshold for malware.,Company X,07/05/22 06:29,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42951104500?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,43291126079,"""C:\Users\ADMW-K~1\AppData\Local\Temp\is-CENID.tmp\FCARD3500V7.30.tmp"" /SL5=""$5041C,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" ",e7400a28f335ef567d2af7be70e5b473,4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c,ADMW-KQIAN,"Detection/Quarantine, standard detection and quarantine was attempted.","Severity: Medium	Objective: Falcon Detection Method	Tactic: Machine Learning	Technique: Cloud-based ML	Disposition: Detection/Quarantine, standard detection and quarantine was attempted.	Scenario: NGAV	Description: A file written to the file-system meets the File Analysis ML algorithm's medium-confidence threshold for malware.	AV Hits: 0	Host Name: W-509853	Device Type: Workstation	Process ID: 43292574088	File Name: FCARD3500V7.30.tmp	Command Line: ""C:\Users\ADMW-K~1\AppData\Local\Temp\is-CENID.tmp\FCARD3500V7.30.tmp"" /SL5=""$5041C,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" 	SHA256: 4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42951104500?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1651901374,1651908574
87a24226f33a42d1a19c24053061654c,919f21a11b1943fe9e82bb1fff46b789,W-509853,42951104500,Medium,Falcon Detection Method,Machine Learning,Sensor-based ML,43292574088,FCARD3500V7.30.tmp,A file written to the file-system meets the machine learning-based on-sensor AV protection's medium confidence threshold for malicious files.,Company X,07/05/22 06:29,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42951104500?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,43291126079,"""C:\Users\ADMW-K~1\AppData\Local\Temp\is-CENID.tmp\FCARD3500V7.30.tmp"" /SL5=""$5041C,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" ",e7400a28f335ef567d2af7be70e5b473,4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c,ADMW-KQIAN,"Detection/Quarantine, standard detection and quarantine was attempted.","Severity: Medium	Objective: Falcon Detection Method	Tactic: Machine Learning	Technique: Sensor-based ML	Disposition: Detection/Quarantine, standard detection and quarantine was attempted.	Scenario: NGAV	Description: A file written to the file-system meets the machine learning-based on-sensor AV protection's medium confidence threshold for malicious files.	AV Hits: 0	Host Name: W-509853	Device Type: Workstation	Process ID: 43292574088	File Name: FCARD3500V7.30.tmp	Command Line: ""C:\Users\ADMW-K~1\AppData\Local\Temp\is-CENID.tmp\FCARD3500V7.30.tmp"" /SL5=""$5041C,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" 	SHA256: 4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42951104500?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1651901344,1651908544
87a24226f33a42d1a19c24053061654c,919f21a11b1943fe9e82bb1fff46b789,W-509853,42950220332,Medium,Falcon Detection Method,Machine Learning,Sensor-based ML,43264074538,FCARD3500V7.30.tmp,A file written to the file-system meets the machine learning-based on-sensor AV protection's medium confidence threshold for malicious files.,Company X,07/05/22 06:27,NGAV,true_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42950220332?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,43261444004,"""C:\Users\ADMW-K~1\AppData\Local\Temp\is-SURP0.tmp\FCARD3500V7.30.tmp"" /SL5=""$50412,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" ",e7400a28f335ef567d2af7be70e5b473,4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c,ADMW-KQIAN,"Detection/Quarantine, standard detection and quarantine was attempted.","Severity: Medium	Objective: Falcon Detection Method	Tactic: Machine Learning	Technique: Sensor-based ML	Disposition: Detection/Quarantine, standard detection and quarantine was attempted.	Scenario: NGAV	Description: A file written to the file-system meets the machine learning-based on-sensor AV protection's medium confidence threshold for malicious files.	AV Hits: 0	Host Name: W-509853	Device Type: Workstation	Process ID: 43264074538	File Name: FCARD3500V7.30.tmp	Command Line: ""C:\Users\ADMW-K~1\AppData\Local\Temp\is-SURP0.tmp\FCARD3500V7.30.tmp"" /SL5=""$50412,298149746,123392,C:\Users\n509853\Desktop\FCARD3500V7.30.exe"" 	SHA256: 4ca9c2529e1f7580e06a50ce24d521a8727ae8389754598099ea66f5e027b34c	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/919f21a11b1943fe9e82bb1fff46b789/42950220332?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1651901273,1651908473
87a24226f33a42d1a19c24053061654c,e7a0b993490541ba9f74feb80575b40d,W-512742,1168232940677,High,Keep Access,Persistence,Accessibility Features,1580649715464,SebWindowsServiceWCF.exe,"A registry key was set to replace accessibility configuration functionality, which is often done by attackers to bypass the login screen.",Company X,07/05/22 05:53,Suspicious Activity,false_positive,0,Workstation,https://falcon.eu-1.crowdstrike.com/activity/detections/detail/e7a0b993490541ba9f74feb80575b40d/1168232940677?_cid=g05000tskbyy6tmbhnxesmqa2czizd34,1580559261918,"""C:\Program Files (x86)\Mettl\MSB\SebWindowsServiceWCF\SebWindowsServiceWCF.exe""",41a47f0ff3e56d6198ecf4345ecb2cab,2cbe203ec9c9a9030d2b246a21d6164481f8d3ffe4a846d83585301d9ffe649f,W-512742$,"Detection, standard detection.","Severity: High	Objective: Keep Access	Tactic: Persistence	Technique: Accessibility Features	Disposition: Detection, standard detection.	Scenario: Suspicious Activity	Description: A registry key was set to replace accessibility configuration functionality, which is often done by attackers to bypass the login screen.	AV Hits: 0	Host Name: W-512742	Device Type: Workstation	Process ID: 1580649715464	File Name: SebWindowsServiceWCF.exe	Command Line: ""C:\Program Files (x86)\Mettl\MSB\SebWindowsServiceWCF\SebWindowsServiceWCF.exe""	SHA256: 2cbe203ec9c9a9030d2b246a21d6164481f8d3ffe4a846d83585301d9ffe649f	FH Link: https://falcon.eu-1.crowdstrike.com/activity/detections/detail/e7a0b993490541ba9f74feb80575b40d/1168232940677?_cid=g05000tskbyy6tmbhnxesmqa2czizd34",1651899234,1651906434
